"id","topic","word","beta","topic_probability"
14,10,"fix",0.00244435665545795,0.726200506644038
14,10,"seal",0.00154197048923564,0.726200506644038
14,10,"float",0.000802598598646041,0.726200506644038
14,10,"freely",0.00068619789695324,0.726200506644038
14,10,"meter",0.000403729336904746,0.726200506644038
14,10,"joints",0.000393290339372652,0.726200506644038
14,10,"hovercraft",0.00022674040542101,0.726200506644038
14,10,"adhesive",0.00022673956270007,0.726200506644038
14,10,"pipe",4.22198784296056e-06,0.726200506644038
14,10,"smooth",1.60476907297843e-09,0.726200506644038
14,10,"cd",3.04690409462837e-31,0.726200506644038
14,10,"cd",3.04690409462837e-31,0.726200506644038
14,10,"cd",3.04690409462837e-31,0.726200506644038
15,10,"bottle",0.0804773756399128,0.553501812161055
15,10,"bottle",0.0804773756399128,0.553501812161055
15,10,"plastic",0.0186700480710894,0.553501812161055
15,10,"straw",0.0149041784594373,0.553501812161055
15,10,"pressure",0.0056274190425414,0.553501812161055
15,10,"simple",0.0053261425040105,0.553501812161055
15,10,"simple",0.0053261425040105,0.553501812161055
15,10,"pressing",0.00233005120978857,0.553501812161055
15,10,"dynamic",0.00194170985118888,0.553501812161055
15,10,"releasing",0.0018980024830239,0.553501812161055
15,10,"attached",0.00128314819745674,0.553501812161055
15,10,"straws",0.00117829029555912,0.553501812161055
15,10,"stuff",0.00112980286338352,0.553501812161055
15,10,"downdoll.html",0.000226739206882651,0.553501812161055
15,10,"doll",2.38351354624684e-05,0.553501812161055
15,10,"doll",2.38351354624684e-05,0.553501812161055
15,10,"card",2.02695659323347e-10,0.553501812161055
15,10,"sheet",1.0000018307272e-12,0.553501812161055
15,10,"joy",9.16326147326063e-15,0.553501812161055
15,10,"hours",1.29008493639077e-16,0.553501812161055
16,3,"straw",0.0369565955354953,0.836427786161839
16,3,"straw",0.0369565955354953,0.836427786161839
16,3,"blow",0.00484292385905774,0.836427786161839
16,3,"blow",0.00484292385905774,0.836427786161839
16,3,"piece",0.00291462525040237,0.836427786161839
16,3,"round",0.0025421156448372,0.836427786161839
16,3,"round",0.0025421156448372,0.836427786161839
16,3,"children",0.00133382654361,0.836427786161839
16,3,"children",0.00133382654361,0.836427786161839
16,3,"joy",0.000919973085019671,0.836427786161839
16,3,"bringing",0.000767785291627601,0.836427786161839
16,3,"asthma",0.000613315390013114,0.836427786161839
16,3,"boon",0.000613315390013114,0.836427786161839
16,3,"egging",0.000613315390013114,0.836427786161839
16,3,"exerciser",0.000613315390013114,0.836427786161839
16,3,"harder",0.000613315390013114,0.836427786161839
16,3,"lung",0.000613315390013114,0.836427786161839
16,3,"lungs",0.000613315390013114,0.836427786161839
16,3,"suffering",0.000613315390013114,0.836427786161839
16,3,"threadloop.html",0.000613315390013114,0.836427786161839
16,3,"immense",0.000613315389980432,0.836427786161839
16,3,"child",0.000613291458492257,0.836427786161839
16,3,"exercise",0.000601298490119909,0.836427786161839
16,3,"thread",7.76443731233301e-18,0.836427786161839
16,3,"thread",7.76443731233301e-18,0.836427786161839
16,3,"loop",2.67530415972702e-23,0.836427786161839
17,10,"bottle",0.0804773756399128,0.988856184831294
17,10,"bottle",0.0804773756399128,0.988856184831294
17,10,"bottle",0.0804773756399128,0.988856184831294
17,10,"bottle",0.0804773756399128,0.988856184831294
17,10,"plastic",0.0186700480710894,0.988856184831294
17,10,"air",0.0147127707590675,0.988856184831294
17,10,"water",0.014338393214891,0.988856184831294
17,10,"cut",0.00873577650235295,0.988856184831294
17,10,"base",0.00761761534986191,0.988856184831294
17,10,"mouth",0.00719682488047864,0.988856184831294
17,10,"rubber",0.00649812181123092,0.988856184831294
17,10,"hand",0.00399696440526025,0.988856184831294
17,10,"push",0.00300215843784446,0.988856184831294
17,10,"remove",0.00262183436197584,0.988856184831294
17,10,"glove",0.00249414453469664,0.988856184831294
17,10,"glove",0.00249414453469664,0.988856184831294
17,10,"liter",0.00233678074671954,0.988856184831294
17,10,"expelled",0.000660155856095673,0.988856184831294
17,10,"inflated",0.000651267453031263,0.988856184831294
17,10,"jar",0.00062491470581391,0.988856184831294
17,10,"stand",0.000606959856765178,0.988856184831294
17,10,"inflate",0.00055378819084091,0.988856184831294
17,10,"limp",0.000453480824490298,0.988856184831294
17,10,"medical",0.00045348082388692,0.988856184831294
17,10,"secure",0.000360382146300368,0.988856184831294
17,10,"handup.html",0.000226740412245149,0.988856184831294
17,10,"surprise",0.000226740412245149,0.988856184831294
18,1,"fan",0.0385476779514616,0.584871728027373
18,1,"fast",0.00546983971600297,0.584871728027373
18,1,"air",0.00474792065898288,0.584871728027373
18,1,"air",0.00474792065898288,0.584871728027373
18,1,"speed",0.00212067253658904,0.584871728027373
18,1,"ping",0.0014353268018711,0.584871728027373
18,1,"pong",0.00143532674866512,0.584871728027373
18,1,"tube",0.00136156208910108,0.584871728027373
18,1,"tube",0.00136156208910108,0.584871728027373
18,1,"stream",0.00115196270049831,0.584871728027373
18,1,"stream",0.00115196270049831,0.584871728027373
18,1,"experiment",0.000885512496444433,0.584871728027373
